sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
ADCK5_p145608305	ADCK5	405.17/605.35	320.94/84.241	505.26	202.59	-1.3142	20035	13488	2.6066	0.0045726	0.99543	0.0091451	0.056395	False
ADH7_m100350762	ADH7	1999/1542	1212.3/1077.8	1770.5	1145	-0.62832	1.0441e+05	57768	2.6023	0.0046304	0.99537	0.0092608	0.056758	False
ABCC1_m16101705	ABCC1	1381.7/1028.6	709.61/701.5	1205.1	705.56	-0.77151	62350	36969	2.5983	0.0046846	0.99532	0.0093692	0.057072	False
ADH5_m100003154	ADH5	603.01/735.44	223.64/407.42	669.22	315.53	-1.0823	8768.3	18685	2.5875	0.0048334	0.99517	0.0096668	0.058528	False
ACLY_p40070062	ACLY	552.36/263.65	175.25/112.83	408	144.04	-1.4956	41679	10527	2.575	0.0050113	0.99499	0.010023	0.05941	False
AGL_p100327219	AGL	212.08/280.99	35.481/69.946	246.54	52.713	-2.2043	2374.3	5871.6	2.5711	0.0050684	0.99493	0.010137	0.05941	False
ABTB1_p127395220	ABTB1	702.72/1087.5	694.02/264.47	895.13	479.24	-0.89994	74044	26182	2.5702	0.0050815	0.99492	0.010163	0.05941	False
AGTPBP1_p88307700	AGTPBP1	169.35/116.21	34.405/538.12	142.78	286.26	0.99851	1411.7	3118.7	2.5693	0.99488	0.0051223	0.010245	0.05941	True
ACTR1A_m104250350	ACTR1A	449.49/218.55	101.6/98.537	334.02	100.07	-1.7289	26666	8348.3	2.5691	0.0050989	0.9949	0.010198	0.05941	False
AGBL5_m27276006	AGBL5	1220.3/1361.6	544.57/1009.4	1290.9	776.97	-0.73174	9987.5	40039	2.5685	0.0051064	0.99489	0.010213	0.05941	False
ACTRT3_m169487204	ACTRT3	406.75/270.58	510.71/639.72	338.67	575.21	0.76247	9271.1	8483.2	2.5682	0.99489	0.0051115	0.010223	0.05941	True
AEN_m89169489	AEN	101.29/0	149.45/109.26	50.646	129.35	1.3357	5130.1	939.73	2.5675	0.99461	0.0053868	0.010774	0.06043	True
ACAD9_p128598519	ACAD9	685.31/737.17	495.12/200.65	711.24	347.88	-1.0296	1344.7	20052	2.566	0.0051442	0.99486	0.010288	0.05941	False
AFTPH_m64778617	AFTPH	447.9/286.2	206.97/33.186	367.05	120.08	-1.604	13075	9312.5	2.564	0.0051739	0.99483	0.010348	0.05941	False
AHRR_p344036	AHRR	364.02/593.2	322.55/58.203	478.61	190.38	-1.3255	26263	12667	2.5617	0.0052083	0.99479	0.010417	0.059464	False
ADAD1_p123301335	ADAD1	851.49/398.94	319.86/259.36	625.22	289.61	-1.1076	1.024e+05	17268	2.554	0.0053249	0.99468	0.01065	0.060413	False
ABL1_m133729488	ABL1	669.48/636.57	586.5/31.654	653.03	309.08	-1.0767	541.7	18162	2.5522	0.0053519	0.99465	0.010704	0.060413	False
ABI1_p27112164	ABI1	1840.7/1616.6	1040.2/1209	1728.6	1124.6	-0.61976	25113	56186	2.5482	0.0054139	0.99459	0.010828	0.06043	False
AATK_m79102281	AATK	735.96/797.88	933.25/1353.5	766.92	1143.4	0.57552	1917.1	21884	2.5447	0.99453	0.0054686	0.010937	0.060702	True
ABCB8_m150725643	ABCB8	644.16/1011.2	934.32/1506.6	827.69	1220.5	0.55973	67368	23908	2.5403	0.99446	0.0055375	0.011075	0.061127	True
AFMID_p76183450	AFMID	859.41/1522.9	517.16/899.09	1191.2	708.12	-0.74947	2.2012e+05	36472	2.5293	0.0057144	0.99429	0.011429	0.062732	False
AGAP2_p58129148	AGAP2	821.42/1162.1	530.06/589.18	991.77	559.62	-0.82445	58040	29489	2.5166	0.0059249	0.99408	0.01185	0.064688	False
ACSL6_p131329830	ACSL6	829.34/718.09	442.97/360.45	773.71	401.71	-0.94392	6187.8	22109	2.5018	0.0061775	0.99382	0.012355	0.066679	False
AGAP3_p150783818	AGAP3	417.83/497.81	795.09/669.34	457.82	732.21	0.6763	3197.9	12031	2.5016	0.99382	0.0061824	0.012365	0.066679	True
ADI1_p3523164	ADI1	1206/1188.1	544.04/892.45	1197.1	718.24	-0.73618	159.74	36682	2.5001	0.0062074	0.99379	0.012415	0.066679	False
ADD3_p111860505	ADD3	1052.5/825.63	528.98/522.3	939.06	525.64	-0.83594	25734	27679	2.485	0.0064779	0.99352	0.012956	0.06889	False
ADRM1_p60878642	ADRM1	101.29/121.42	60.209/402.83	111.35	231.52	1.0493	202.47	2338.6	2.4848	0.99345	0.0065511	0.013102	0.06889	True
ACTN4_p39138459	ACTN4	1696.7/1970.4	1019.8/1429.6	1833.5	1224.7	-0.58184	37471	60162	2.4823	0.0065268	0.99347	0.013054	0.06889	False
AAK1_m69870103	AAK1	767.61/784	491.35/321.14	775.81	406.25	-0.93166	134.34	22179	2.4815	0.006541	0.99346	0.013082	0.06889	False
ADCY1_p45614309	ADCY1	419.42/190.8	149.99/33.697	305.11	91.841	-1.7212	26133	7516.7	2.4711	0.0067351	0.99326	0.01347	0.070454	False
ADRB3_m37823829	ADRB3	338.7/274.05	588.65/452.86	306.38	520.76	0.76338	2089.4	7553	2.4668	0.99318	0.0068183	0.013637	0.070953	True
ADK_m76153995	ADK	1088.9/1139.6	556.4/767.87	1114.2	662.14	-0.74997	1284.2	33754	2.4608	0.0069314	0.99307	0.013863	0.071756	False
AHCTF1_m247068867	AHCTF1	805.6/476.99	204.28/426.31	641.29	315.3	-1.022	53990	17784	2.4446	0.0072509	0.99275	0.014502	0.074529	False
A1CF_m52596017	A1CF	465.31/714.62	835.41/965.46	589.97	900.43	0.60914	31077	16144	2.4434	0.99273	0.0072738	0.014548	0.074529	True
ACIN1_p23538701	ACIN1	436.83/261.91	145.15/98.026	349.37	121.59	-1.5151	15297	8794.6	2.4336	0.0074754	0.99252	0.014951	0.07596	False
AFTPH_p64778713	AFTPH	1864.4/1472.6	1315.5/891.94	1668.5	1103.7	-0.59577	76760	53925	2.4322	0.0075027	0.9925	0.015005	0.07596	False
ADRB3_p37823958	ADRB3	2391.5/953.98	1187/1027.7	1672.7	1107.4	-0.59463	1.0332e+06	54083	2.431	0.0075276	0.99247	0.015055	0.07596	False
ADCY1_p45614127	ADCY1	1858.1/2218.4	1522.4/1287.1	2038.3	1404.8	-0.53669	64928	68027	2.4289	0.0075731	0.99243	0.015146	0.076036	False
ACSL6_p131329816	ACSL6	1935.6/1049.4	1051/877.64	1492.5	964.31	-0.62965	3.9273e+05	47382	2.4266	0.0076207	0.99238	0.015241	0.076131	False
ADK_m75960590	ADK	224.74/64.177	248.9/312.46	144.46	280.68	0.95343	12891	3161.2	2.4228	0.99226	0.0077408	0.015482	0.076946	True
ADD1_p2877736	ADD1	1188.6/790.94	655.85/494.73	989.77	575.29	-0.78176	79070	29420	2.4165	0.0078351	0.99216	0.01567	0.077498	False
ADD3_p111860553	ADD3	2025.9/1346	1350.4/896.02	1685.9	1123.2	-0.58547	2.3111e+05	54578	2.4086	0.0080062	0.99199	0.016012	0.0788	False
ACVR1B_m52369237	ACVR1B	1585.9/1500.4	1038.1/980.26	1543.1	1009.2	-0.61218	3655.9	49251	2.406	0.0080649	0.99194	0.01613	0.078989	False
ADK_m75960552	ADK	1585.9/1786.6	1076.2/1173.8	1686.2	1125	-0.58343	20137	54589	2.402	0.0081533	0.99185	0.016307	0.079424	False
ABTB1_m127395813	ABTB1	530.21/345.17	735.42/653	437.69	694.21	0.66425	17119	11420	2.4004	0.99181	0.0081888	0.016378	0.079424	True
ADCK1_m78285328	ADCK1	713.8/985.21	938.62/1512.3	849.5	1225.4	0.52809	36831	24640	2.3949	0.99169	0.0083117	0.016623	0.080226	True
ADAP1_m994066	ADAP1	180.43/65.912	174.18/317.56	123.17	245.87	0.99144	6557	2628.3	2.3934	0.99158	0.0084155	0.016831	0.080837	True
ADNP2_p77891042	ADNP2	256.4/227.22	355.88/488.09	241.81	421.99	0.80078	425.62	5741.4	2.3779	0.99129	0.0087127	0.017425	0.083292	True
ACP1_p272054	ACP1	694.81/419.75	131.71/400.27	557.28	265.99	-1.0642	37827	15112	2.3697	0.0089017	0.9911	0.017803	0.084693	False
ACD_m67694254	ACD	1264.6/912.36	1400.9/1633.3	1088.5	1517.1	0.47865	62030	32850	2.365	0.99098	0.009016	0.018032	0.085374	True
AAK1_p69870070	AAK1	1568.5/1245.4	962.28/858.75	1406.9	910.51	-0.62723	52188	44243	2.36	0.0091371	0.99086	0.018274	0.086113	False
AFF1_m87967920	AFF1	808.76/1592.3	931.63/564.67	1200.5	748.15	-0.68153	3.0696e+05	36805	2.358	0.0091869	0.99081	0.018374	0.086176	False
AFF2_m147924918	AFF2	924.3/1110.1	677.89/2177	1017.2	1427.4	0.48844	17260	30367	2.3542	0.99072	0.0092807	0.018561	0.086649	True
ABCC1_m16101799	ABCC1	786.6/886.34	418.78/522.3	836.47	470.54	-0.82867	4973.6	24203	2.3522	0.0093318	0.99067	0.018664	0.08672	False
AFF4_p132272844	AFF4	645.74/919.29	1032.2/1236.1	782.52	1134.1	0.53479	37415	22401	2.3491	0.99059	0.0094101	0.01882	0.087043	True
ABTB1_m127395403	ABTB1	911.64/1521.2	411.25/1114	1216.4	762.64	-0.67284	1.8577e+05	37370	2.3473	0.0094551	0.99054	0.01891	0.087057	False
AGL_p100327060	AGL	786.6/450.97	281.16/344.62	618.79	312.89	-0.98152	56323	17062	2.3419	0.0095931	0.99041	0.019186	0.087922	False
ADRB1_m115804047	ADRB1	686.89/532.5	328.46/287.44	609.69	307.95	-0.98306	11919	16772	2.33	0.0099033	0.9901	0.019807	0.090039	False
ACTL7A_p111624699	ACTL7A	1307.3/757.98	761.76/485.03	1032.6	623.39	-0.72722	1.5088e+05	30903	2.3281	0.0099546	0.99005	0.019909	0.090039	False
ACTRT3_m169487247	ACTRT3	465.31/815.22	245.68/414.57	640.27	330.12	-0.95356	61218	17751	2.3279	0.0099593	0.99004	0.019919	0.090039	False
ACHE_m100491721	ACHE	1158.5/853.38	702.62/505.96	1006	604.29	-0.73431	46560	29979	2.3199	0.010174	0.98983	0.020348	0.091534	False
AAAS_m53715169	AAAS	1030.3/1087.5	428.45/862.84	1058.9	645.65	-0.71294	1636.1	31818	2.317	0.010252	0.98975	0.020504	0.091534	False
AEN_m89169460	AEN	1729.9/1517.7	1173/1015.5	1623.8	1094.3	-0.569	22512	52251	2.3166	0.010262	0.98974	0.020524	0.091534	False
AHCY_p32883227	AHCY	1153.8/397.2	549.95/311.95	775.5	430.95	-0.84612	2.8621e+05	22168	2.3141	0.010331	0.98967	0.020662	0.091739	False
ADAR_p154574114	ADAR	107.62/190.8	32.793/17.869	149.21	25.331	-2.5121	3458.9	3281.9	2.2993	0.010744	0.98926	0.021488	0.094983	False
AFF1_m87967432	AFF1	186.76/588	125.79/191.97	387.38	158.88	-1.2805	80498	9913	2.2967	0.010817	0.98918	0.021635	0.095213	False
AGAP3_p150784007	AGAP3	761.28/620.96	713.37/1307.5	691.12	1010.5	0.54734	9845.2	19396	2.2929	0.98907	0.010927	0.021853	0.095751	True
ACVR1_m158637033	ACVR1	1031.9/738.9	1380/1125.3	885.41	1252.6	0.50005	42930	25853	2.2838	0.98881	0.011192	0.022383	0.097471	True
ABCB8_p150730712	ABCB8	269.06/372.92	537.05/512.6	320.99	524.82	0.70756	5393.7	7972.1	2.2829	0.98878	0.01122	0.022441	0.097471	True
AGBL5_p27275898	AGBL5	1193.4/1923.6	908.52/1190.1	1558.5	1049.3	-0.57024	2.6661e+05	49820	2.2811	0.01127	0.98873	0.02254	0.097473	False
AFF1_p87967353	AFF1	1923/1425.8	818.2/1469.9	1674.4	1144	-0.54908	1.2361e+05	54145	2.2791	0.011329	0.98867	0.022659	0.097473	False
ADRBK1_p67034193	ADRBK1	978.11/813.49	1397.2/1131.9	895.8	1264.5	0.4969	13550	26205	2.2779	0.98863	0.011367	0.022734	0.097473	True
A1CF_m52596056	A1CF	666.32/638.3	304.27/387.51	652.31	345.89	-0.91328	392.42	18139	2.2752	0.011448	0.98855	0.022895	0.097744	False
AEBP1_p44144347	AEBP1	1119/971.33	584.35/702.01	1045.1	643.18	-0.69955	10899	31338	2.2707	0.011583	0.98842	0.023166	0.097901	False
ACVR1C_p158443781	ACVR1C	530.21/449.24	621.45/875.6	489.72	748.52	0.61107	3277.7	13009	2.2691	0.98837	0.011632	0.023264	0.097901	True
ADAM10_m58974490	ADAM10	659.99/683.4	363.41/358.41	671.69	360.91	-0.89433	274.09	18765	2.2687	0.011642	0.98836	0.023284	0.097901	False
AATF_p35307505	AATF	1071.5/466.59	620.37/245.58	769.04	432.97	-0.82732	1.8295e+05	21954	2.2681	0.011662	0.98834	0.023324	0.097901	False
A1CF_m52603847	A1CF	0/86.726	77.95/135.81	43.363	106.88	1.282	3760.7	785.25	2.2666	0.98753	0.012466	0.024932	0.1025	True
ACVR2B_p38518836	ACVR2B	1578/759.72	634.35/849.05	1168.8	741.7	-0.65545	3.3475e+05	35680	2.2613	0.011871	0.98813	0.023742	0.099239	False
ABCF1_p30545181	ABCF1	1253.5/1176	1437.5/1864	1214.8	1650.8	0.44216	3002.9	37311	2.2573	0.988	0.011996	0.023992	0.099865	True
ABHD14B_p52004061	ABHD14B	419.42/591.47	321.48/165.42	505.44	243.45	-1.0509	14801	13494	2.2556	0.012048	0.98795	0.024096	0.099882	False
ACVR1C_m158443841	ACVR1C	511.21/503.01	762.83/776.04	507.11	769.44	0.60053	33.641	13546	2.2539	0.9879	0.012101	0.024202	0.099907	True
AEBP1_m44144355	AEBP1	565.02/1923.6	861.21/752.05	1244.3	806.63	-0.62473	9.2284e+05	38366	2.2345	0.012726	0.98727	0.025452	0.10421	False
AGAP2_m58128454	AGAP2	1305.7/1125.7	764.98/810.76	1215.7	787.87	-0.62513	16205	37346	2.2139	0.013416	0.98658	0.026833	0.10917	False
AFF2_m147891420	AFF2	544.45/119.68	98.378/163.38	332.07	130.88	-1.3366	90214	8291.8	2.2132	0.013442	0.98656	0.026883	0.10917	False
ADAMTS5_p28338596	ADAMTS5	905.31/558.51	318.25/511.57	731.91	414.91	-0.81736	60132	20730	2.2017	0.013843	0.98616	0.027686	0.11198	False
ADNP2_p77875475	ADNP2	267.48/104.07	244.06/411.51	185.77	327.78	0.81585	13351	4230.4	2.1834	0.98547	0.014534	0.029069	0.11681	True
ADH5_p100002584	ADH5	2340.8/1155.2	1170.9/1284	1748	1227.5	-0.50969	7.0286e+05	56918	2.1819	0.014557	0.98544	0.029115	0.11681	False
AFF2_m147924923	AFF2	647.32/320.89	316.1/162.36	484.11	239.23	-1.0139	53281	12836	2.1616	0.015323	0.98468	0.030646	0.12219	False
ADPRHL2_m36554620	ADPRHL2	378.27/291.4	208.58/66.372	334.83	137.48	-1.2781	3772.9	8371.9	2.1601	0.015381	0.98462	0.030762	0.12219	False
ADRA1B_p159343912	ADRA1B	1237.7/1431	818.2/969.54	1334.3	893.87	-0.57744	18683	41605	2.1594	0.015411	0.98459	0.030822	0.12219	False
ABCB8_p150725612	ABCB8	397.26/185.59	596.72/349.73	291.43	473.22	0.6975	22401	7127.5	2.1534	0.98435	0.015649	0.031298	0.12315	True
AGPAT5_m6566240	AGPAT5	864.16/1557.6	743.48/848.03	1210.9	795.75	-0.60503	2.4043e+05	37173	2.1531	0.015656	0.98434	0.031312	0.12315	False
AFAP1L2_p116092995	AFAP1L2	1489.3/844.71	762.29/760.21	1167	761.25	-0.61572	2.0776e+05	35615	2.1501	0.015775	0.98422	0.03155	0.12352	False
ADAR_m154574098	ADAR	1693.5/1004.3	1038.1/777.57	1348.9	907.82	-0.57077	2.375e+05	42133	2.1488	0.015826	0.98417	0.031652	0.12352	False
ACTL6B_p100253446	ACTL6B	1302.6/808.29	924.65/421.72	1055.4	673.18	-0.64798	1.2216e+05	31695	2.147	0.015895	0.98411	0.03179	0.12357	False
ABLIM2_m8160405	ABLIM2	1438.7/1743.2	1191.8/1021.6	1590.9	1106.7	-0.52318	46364	51026	2.1436	0.016033	0.98397	0.032067	0.12417	False
ACTL6A_p179287911	ACTL6A	1380.1/1162.1	1046.7/647.38	1271.1	847.03	-0.58505	23760	39327	2.1385	0.016238	0.98376	0.032475	0.12526	False
ADAM12_p128018991	ADAM12	55.395/67.646	70.961/198.61	61.52	134.78	1.1189	75.051	1176.8	2.1356	0.98303	0.016974	0.033948	0.12798	True
AEBP1_p44144306	AEBP1	1046.2/922.76	786.49/454.9	984.46	620.69	-0.6646	7614.1	29237	2.1275	0.016691	0.98331	0.033382	0.1272	False
ACTL6A_m179287986	ACTL6A	712.22/350.37	252.66/301.23	531.29	276.95	-0.93742	65465	14298	2.1272	0.0167	0.9833	0.033399	0.1272	False
AGPAT3_m45379563	AGPAT3	283.3/244.57	43.544/147.04	263.94	95.292	-1.4602	750.26	6354.4	2.1265	0.016733	0.98327	0.033465	0.1272	False
ACLY_p40069998	ACLY	944.87/699.01	458.56/530.47	821.94	494.51	-0.73187	30224	23716	2.1262	0.016744	0.98326	0.033488	0.1272	False
ADCK5_m145603137	ADCK5	1286.7/1058.1	562.31/979.75	1172.4	771.03	-0.60396	26147	35806	2.1211	0.016957	0.98304	0.033914	0.12798	False
ACTR8_m53916073	ACTR8	1615.9/1285.3	682.19/1317.2	1450.6	999.71	-0.53663	54668	45841	2.106	0.017604	0.9824	0.035209	0.13223	False
ACD_m67694260	ACD	1280.4/1614.8	1125.2/872.03	1447.6	998.59	-0.53526	55922	45732	2.0997	0.017877	0.98212	0.035753	0.13358	False
AHNAK_p62303470	AHNAK	408.34/714.62	751.01/889.9	561.48	820.45	0.54637	46905	15244	2.0975	0.98203	0.017974	0.035948	0.13358	True
ACTR1A_m104248862	ACTR1A	1138/2105.7	1189.7/1096.2	1621.8	1142.9	-0.50453	4.6826e+05	52178	2.0966	0.018014	0.98199	0.036029	0.13358	False
ADCK5_m145608343	ADCK5	1008.2/771.86	1244/1212.1	890.02	1228	0.46397	27924	26009	2.0958	0.98195	0.018051	0.036102	0.13358	True
ADRBK1_p67034199	ADRBK1	993.94/740.64	1260.6/1138.5	867.29	1199.6	0.46749	32080	25240	2.0916	0.98176	0.018236	0.036472	0.13445	True
AAK1_m69870056	AAK1	1005/1226.3	1201/1794.6	1115.7	1497.8	0.4246	24484	33804	2.0784	0.98116	0.018838	0.037677	0.13771	True
ACTR3_p114691883	ACTR3	584.02/757.98	356.42/416.61	671	386.52	-0.79421	15132	18743	2.078	0.018855	0.98115	0.03771	0.13771	False
ABL1_p133729502	ABL1	834.08/516.89	575.75/204.22	675.48	389.99	-0.79094	50307	18888	2.0774	0.018885	0.98112	0.037769	0.13771	False
ACTR3_p114684915	ACTR3	963.87/804.82	596.72/509.53	884.34	553.13	-0.67602	12648	25816	2.0614	0.019632	0.98037	0.039265	0.14244	False
ABL1_m133729456	ABL1	1232.9/962.66	1017.6/427.33	1097.8	722.49	-0.60287	36522	33176	2.0605	0.019677	0.98032	0.039354	0.14244	False
AFMID_p76187082	AFMID	1225/1004.3	684.88/790.34	1114.6	737.61	-0.595	24360	33768	2.0518	0.020095	0.97991	0.04019	0.14455	False
AFAP1L2_p116100418	AFAP1L2	417.83/353.84	585.97/593.26	385.84	589.62	0.61049	2047.5	9867.3	2.0514	0.97989	0.020113	0.040226	0.14455	True
ADRA1A_p26722438	ADRA1A	1177.5/912.36	619.3/745.92	1044.9	682.61	-0.61356	35159	31331	2.047	0.020327	0.97967	0.040654	0.14557	False
ACVR2B_p38495805	ACVR2B	865.74/757.98	468.77/530.98	811.86	499.87	-0.69856	5805.4	23379	2.0405	0.020653	0.97935	0.041305	0.14702	False
ADRA1B_p159343905	ADRA1B	441.57/286.2	37.631/298.67	363.88	168.15	-1.1091	12071	9219.5	2.04	0.020677	0.97932	0.041353	0.14702	False
ACTL6A_p179287892	ACTL6A	447.9/653.91	639.73/958.82	550.91	799.27	0.53606	21220	14911	2.0339	0.97902	0.020981	0.041962	0.14865	True
ACVR1B_m52369192	ACVR1B	680.56/464.85	1270.8/381.89	572.71	826.37	0.52822	23266	15598	2.0311	0.97888	0.021123	0.042245	0.14884	True
AAAS_p53714367	AAAS	511.21/568.92	350.5/239.45	540.07	294.98	-0.87032	1665.2	14572	2.0304	0.021157	0.97884	0.042314	0.14884	False
ABL2_p179100503	ABL2	1024/971.33	848.85/449.8	997.67	649.32	-0.61885	1387.5	29692	2.0216	0.02161	0.97839	0.04322	0.1512	False
ADRB2_p148206432	ADRB2	503.3/1092.7	504.79/479.41	798.02	492.1	-0.69635	1.7372e+05	22917	2.0208	0.021648	0.97835	0.043297	0.1512	False
ABCB8_p150725600	ABCB8	471.65/390.27	188.15/246.09	430.96	217.12	-0.98576	3311.2	11217	2.0195	0.021719	0.97828	0.043438	0.1512	False
ADCK3_p227149079	ADCK3	2489.6/1063.3	1109/1474.5	1776.4	1291.8	-0.45934	1.0172e+06	57993	2.0126	0.022079	0.97792	0.044158	0.15317	False
ADARB2_m1779308	ADARB2	1228.2/1163.9	749.93/872.54	1196	811.23	-0.55948	2068.2	36644	2.0101	0.022211	0.97779	0.044422	0.15356	False
ADIRF_m88728302	ADIRF	530.21/216.81	263.95/91.9	373.51	177.93	-1.0656	49107	9502.8	2.0075	0.022347	0.97765	0.044695	0.15362	False
ADIRF_p88729942	ADIRF	1024/844.71	517.16/686.18	934.36	601.67	-0.63415	16074	27518	2.0055	0.022453	0.97755	0.044905	0.15362	False
ADH5_m100003254	ADH5	1269.3/1214.2	739.72/959.33	1241.7	849.52	-0.54711	1521.6	38275	2.0048	0.022491	0.97751	0.044983	0.15362	False
AAAS_m53715176	AAAS	862.57/154.37	210.73/339.01	508.47	274.87	-0.88501	2.5077e+05	13588	2.0041	0.022529	0.97747	0.045057	0.15362	False
ACSS2_p33501184	ACSS2	751.78/518.62	429.53/310.42	635.2	369.97	-0.77817	27182	17588	1.9999	0.022754	0.97725	0.045508	0.15464	False
ACP1_p264954	ACP1	1364.3/1365.1	791.86/1113	1364.7	952.43	-0.51841	0.30135	42705	1.9949	0.023029	0.97697	0.046059	0.15598	False
AEN_m89169484	AEN	1429.2/882.87	831.64/733.16	1156	782.4	-0.5626	1.4923e+05	35227	1.9907	0.023258	0.97674	0.046516	0.15678	False
ACBD6_m180471277	ACBD6	1266.2/506.48	710.15/422.23	886.32	566.19	-0.64563	2.8856e+05	25883	1.9898	0.023304	0.9767	0.046609	0.15678	False
ABCC1_m16043636	ABCC1	75.97/360.78	302.66/417.12	218.37	359.89	0.71817	40558	5101.8	1.9813	0.97619	0.023806	0.047613	0.15915	True
ADCK5_m145608301	ADCK5	1131.6/686.87	1286.4/1178.9	909.25	1232.7	0.4386	98907	26662	1.9806	0.97618	0.023817	0.047634	0.15915	True
AGL_p100327074	AGL	653.66/962.66	554.79/458.99	808.16	506.89	-0.67191	47741	23255	1.9756	0.0241	0.9759	0.048201	0.1605	False
ADD3_m111860456	ADD3	1598.5/858.59	1076.2/613.18	1228.6	844.71	-0.53991	2.7376e+05	37804	1.9742	0.024179	0.97582	0.048358	0.1605	False
ACHE_m100491735	ACHE	1636.5/1564.5	1132.7/1178.4	1600.5	1155.5	-0.46965	2590.5	51383	1.9631	0.024816	0.97518	0.049631	0.16418	False
ACTRT3_m169487192	ACTRT3	549.2/168.25	186/158.27	358.72	172.14	-1.055	72561	9068.1	1.9608	0.024954	0.97505	0.049907	0.16455	False
ACVR1_m158637046	ACVR1	767.61/662.59	1104.7/880.19	715.1	992.47	0.47231	5515.1	20179	1.9526	0.97457	0.025435	0.050869	0.16717	True
AGPAT5_p6566257	AGPAT5	1489.3/1280.1	975.72/980.77	1384.7	978.24	-0.50087	21892	43433	1.9503	0.025571	0.97443	0.051142	0.16751	False
ADD3_m111860445	ADD3	1364.3/678.2	884.86/476.86	1021.2	680.86	-0.58419	2.3536e+05	30508	1.9488	0.025661	0.97434	0.051322	0.16755	False
ABTB1_p127395242	ABTB1	906.89/1391.1	727.35/844.97	1149	786.16	-0.54689	1.1722e+05	34978	1.94	0.02619	0.97381	0.052379	0.16995	False
AGFG1_m228337201	AGFG1	1005/860.32	541.35/681.08	932.67	611.21	-0.60888	10468	27460	1.9399	0.026199	0.9738	0.052397	0.16995	False
ABCB8_m150725669	ABCB8	1299.4/737.17	811.75/549.87	1018.3	680.81	-0.58012	1.5805e+05	30405	1.9354	0.026472	0.97353	0.052943	0.17071	False
ACVR1B_p52369243	ACVR1B	745.45/731.97	517.69/399.76	738.71	458.73	-0.68618	90.938	20953	1.9342	0.026544	0.97346	0.053089	0.17071	False
ADCK2_m140373210	ADCK2	929.05/614.02	1277.8/839.35	771.53	1058.6	0.45584	49621	22037	1.9337	0.97343	0.026572	0.053145	0.17071	True
ACTN4_p39138465	ACTN4	1835.9/1058.1	927.87/1140.1	1447	1034	-0.48447	3.0255e+05	45709	1.9319	0.026688	0.97331	0.053376	0.17091	False
ACSL6_m131326625	ACSL6	690.06/185.59	764.44/523.83	437.83	644.14	0.55596	1.2724e+05	11424	1.9302	0.97321	0.026791	0.053582	0.17102	True
ADCK4_m41220474	ADCK4	2130.3/1710.2	2265.9/2544.1	1920.3	2405	0.32457	88235	63478	1.9239	0.97282	0.027182	0.054365	0.17296	True
ADAMTS5_m28338697	ADAMTS5	1150.6/731.97	461.78/781.15	941.3	621.47	-0.59818	87637	27755	1.9198	0.027444	0.97256	0.054887	0.17407	False
ABTB1_m127395233	ABTB1	644.16/534.23	411.25/280.8	589.2	346.03	-0.76614	6042.1	16120	1.9153	0.027728	0.97227	0.055456	0.17532	False
ACVR2A_p148653965	ACVR2A	617.25/164.78	102.14/297.65	391.02	199.9	-0.96446	1.0237e+05	10021	1.9099	0.028073	0.97193	0.056146	0.17684	False
ADD3_m111860427	ADD3	305.46/506.48	581.67/620.83	405.97	601.25	0.56544	20204	10467	1.9088	0.97185	0.028146	0.056293	0.17684	True
AGPAT3_p45379618	AGPAT3	63.308/686.87	375.77/746.94	375.09	561.36	0.58041	1.9441e+05	9549.3	1.9061	0.97168	0.028319	0.056638	0.17737	True
AGPAT3_m45379590	AGPAT3	1296.2/1592.3	1186.4/890.41	1444.3	1038.4	-0.47554	43824	45609	1.9003	0.028696	0.9713	0.057393	0.17917	False
ACIN1_p23538745	ACIN1	612.51/598.41	480.6/241.49	605.46	361.05	-0.74423	99.363	16637	1.8949	0.029051	0.97095	0.058103	0.18082	False
AHRR_m344006	AHRR	371.93/159.58	404.26/429.38	265.76	416.82	0.64736	22548	6405.2	1.8875	0.97044	0.029557	0.059115	0.18336	True
ABLIM2_m8108274	ABLIM2	588.77/1359.9	1202.6/1387.2	974.31	1294.9	0.40999	2.9729e+05	28887	1.8861	0.97036	0.029643	0.059285	0.18336	True
AATK_p79104850	AATK	471.65/548.11	272.56/307.35	509.88	289.95	-0.81218	2923.2	13632	1.8837	0.029801	0.9702	0.059602	0.18346	False
ACAD11_p132378566	ACAD11	731.21/759.72	383.3/559.57	745.46	471.43	-0.65996	406.42	21176	1.8831	0.029841	0.97016	0.059683	0.18346	False
ADRBK1_p67034261	ADRBK1	732.79/619.22	271.48/563.14	676.01	417.31	-0.6946	6448.9	18905	1.8815	0.029952	0.97005	0.059905	0.18349	False
ABLIM2_m8108316	ABLIM2	313.37/300.07	131.71/155.21	306.72	143.46	-1.091	88.491	7562.9	1.8803	0.03003	0.96997	0.06006	0.18349	False
ADCK3_p227149165	ADCK3	601.43/818.69	906.37/1044.6	710.06	975.48	0.45762	23602	20014	1.8762	0.96968	0.030317	0.060634	0.18409	True
AEBP2_p19615498	AEBP2	1008.2/886.34	532.21/735.71	947.26	633.96	-0.57862	7422.8	27959	1.8737	0.030485	0.96951	0.060971	0.18409	False
