sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
ADD3_m111860427	ADD3	283.69/518.58	682.62/695.77	401.13	689.2	0.77934	27587	9535.2	2.9794	0.99841	0.0015886	0.0031773	0.019346	True
ADH5_m100006267	ADH5	1339.1/1610.8	2090.1/2003.8	1474.9	2047	0.47257	36919	37467	2.975	0.99844	0.0015618	0.0031236	0.019262	True
ABL2_p179100524	ABL2	692.31/472.4	755.81/1107.2	582.36	931.49	0.67671	24180	14108	2.9712	0.99836	0.0016445	0.003289	0.019675	True
ADCK3_p227149155	ADCK3	2275.4/2228.8	2932.4/2994.2	2252.1	2963.3	0.39579	1083.3	58460	2.971	0.99837	0.0016331	0.0032661	0.019656	True
AFF1_p87967338	AFF1	620.29/641.12	825.83/1159.8	630.7	992.82	0.65375	216.98	15342	2.9624	0.99827	0.0017302	0.0034603	0.020334	True
ADCK5_p145603106	ADCK5	1483.1/1340.8	2315.4/1616.4	1412	1965.9	0.47718	10119	35788	2.9596	0.99829	0.0017055	0.0034111	0.020284	True
ACBD6_m180471338	ACBD6	1123/815.16	436.58/573.33	969.07	504.95	-0.93909	47377	24095	2.9582	0.001395	0.99861	0.00279	0.01742	False
ACTL6B_m100253086	ACTL6B	637.92/925.27	1187.3/1186.7	781.6	1187	0.60222	41283	19222	2.9567	0.99827	0.0017264	0.0034529	0.020334	True
AFF3_p100623773	AFF3	1902/1825.7	1573.4/850.83	1863.8	1212.1	-0.62031	2913.8	47916	2.9408	0.0014544	0.99855	0.0029087	0.018049	False
ACSL6_m131326625	ACSL6	640.86/190.03	897.13/587.06	415.45	742.09	0.83541	1.0163e+05	9893.1	2.9245	0.99949	0.0005116	0.0010232	0.0081125	True
ACRC_p70814200	ACRC	1940.2/1289.3	942.55/1103.7	1614.8	1023.1	-0.65782	2.1183e+05	41210	2.9141	0.0017816	0.99822	0.0035633	0.020801	False
AHRR_m344006	AHRR	345.42/163.39	474.43/481.2	254.4	477.82	0.9067	16568	5908.8	2.914	0.99817	0.0018287	0.0036575	0.020999	True
ADARB1_p46595645	ADARB1	1084.8/1005.2	1514.8/1497.4	1045	1506.1	0.52691	3166.4	26082	2.9139	0.99785	0.0021508	0.0043017	0.023874	True
AGAP3_p150783825	AGAP3	326.31/635.79	960.85/615.67	481.05	788.26	0.71131	47888	11541	2.8877	0.99788	0.0021209	0.0042419	0.023807	True
ACVR2A_m148602752	ACVR2A	1403.7/996.31	745.71/644.28	1200	694.99	-0.78711	82996	30164	2.8805	0.0018199	0.99818	0.0036399	0.020999	False
ACO2_m41895810	ACO2	2229.8/1791.9	1452.9/1241.6	2010.9	1347.3	-0.5774	95862	51897	2.8805	0.0017906	0.99821	0.0035813	0.020801	False
ADAP1_m994042	ADAP1	292.5/369.4	454.24/709.5	330.95	581.87	0.81221	2956.2	7790.3	2.867	0.99776	0.0022354	0.0044708	0.02454	True
AATF_p35306466	AATF	277.81/435.11	182.33/0	356.46	91.164	-1.9555	12372	8422.4	2.8583	0.0018705	0.99813	0.003741	0.021356	False
ACVR1_p158637068	ACVR1	689.37/1438.5	1443.5/1606.1	1063.9	1524.8	0.51878	2.8061e+05	26580	2.854	0.99765	0.0023514	0.0047029	0.025673	True
ACTRT3_m169487242	ACTRT3	2171/1610.8	1054.8/1460.2	1890.9	1257.5	-0.58809	1.5692e+05	48647	2.8434	0.002042	0.99796	0.004084	0.02305	False
ADI1_m3523246	ADI1	801.08/665.98	1251.7/971.56	733.53	1111.6	0.59907	9125.9	17981	2.838	0.9976	0.002404	0.004808	0.026104	True
ABLIM2_p8108299	ABLIM2	939.25/1484.7	1625.2/1782.3	1212	1703.8	0.49102	1.4875e+05	30480	2.8248	0.99758	0.0024246	0.0048492	0.026186	True
AHCY_p32883304	AHCY	1625.7/1410.1	2146.3/1986.6	1517.9	2066.5	0.44484	23236	38615	2.82	0.99738	0.0026228	0.0052456	0.027874	True
ACVRL1_p52306296	ACVRL1	1331.7/1124.2	725.52/727.81	1227.9	726.67	-0.75606	21534	30903	2.8167	0.0021756	0.99782	0.0043512	0.024016	False
ACTL7A_p111624691	ACTL7A	335.13/497.27	601.24/779.88	416.2	690.56	0.72912	13144	9911.9	2.7847	0.99707	0.0029276	0.0058551	0.030729	True
ABI1_m27149751	ABI1	1233.2/868.44	720.48/531.56	1050.8	626.02	-0.74633	66533	26236	2.7757	0.0043617	0.99564	0.0087234	0.041302	False
AGPAT3_p45379618	AGPAT3	58.795/703.28	440.99/837.1	381.04	639.05	0.74447	2.0768e+05	9033.8	2.7733	0.99668	0.003318	0.006636	0.033486	True
ACBD6_p180471279	ACBD6	792.26/1243.2	681.99/462.32	1017.7	572.16	-0.82974	1.0166e+05	25368	2.7656	0.0025754	0.99742	0.0051509	0.027517	False
ADH5_p100002510	ADH5	443.9/241.53	451.72/726.67	342.71	589.19	0.77998	20477	8081.5	2.7615	0.99694	0.0030556	0.0061112	0.031738	True
ACO2_m41895784	ACO2	824.6/866.66	1135/1341.2	845.63	1238.1	0.54947	884.72	20880	2.7483	0.9967	0.0033043	0.0066087	0.033486	True
ACAD9_m128598636	ACAD9	570.31/527.46	308.51/144.76	548.88	226.63	-1.2724	918.21	13257	2.7471	0.0025642	0.99744	0.0051284	0.027517	False
AATK_p79104864	AATK	877.51/1136.6	1415.7/1455.1	1007.1	1435.4	0.51086	33565	25089	2.7397	0.99658	0.0034235	0.0068471	0.034373	True
AHCY_m32883210	AHCY	301.32/657.1	228.38/137.32	479.21	182.85	-1.3851	63289	11495	2.7362	0.0028494	0.99715	0.0056988	0.030122	False
ABI1_m27149710	ABI1	636.45/1191.7	722.37/328.43	914.06	525.4	-0.7977	1.5413e+05	22659	2.735	0.0049126	0.99509	0.0098252	0.045442	False
ACTRT3_m169487289	ACTRT3	1117.1/532.78	474.43/389.66	824.94	432.04	-0.93153	1.7071e+05	20343	2.7265	0.0029375	0.99706	0.0058751	0.030729	False
ACVRL1_p52306281	ACVRL1	1195/896.85	1687.6/1273.1	1045.9	1480.4	0.50076	44447	26107	2.7235	0.99641	0.0035863	0.0071726	0.035649	True
ABCC1_m16043636	ABCC1	70.554/369.4	355.19/467.47	219.98	411.33	0.89992	44654	5071.5	2.7111	0.99639	0.0036081	0.0072161	0.035688	True
ADCK4_m41220291	ADCK4	224.89/188.25	700.29/81.25	206.57	390.77	0.9164	671.24	4747.3	2.7005	0.99624	0.0037594	0.0075188	0.03664	True
ADK_m76154033	ADK	557.08/685.52	875.04/1019.6	621.3	947.34	0.60779	8247.7	15102	2.6974	0.99601	0.0039877	0.0079754	0.038677	True
ADRM1_p60878615	ADRM1	477.71/841.8	176.65/448.02	659.75	312.33	-1.0764	66281	16085	2.6892	0.0030785	0.99692	0.006157	0.031738	False
ACAD9_p128598545	ACAD9	829.01/1099.3	676.31/403.96	964.16	540.14	-0.83477	36532	23967	2.6872	0.0030817	0.99692	0.0061633	0.031738	False
AAAS_m53714382	AAAS	1034.8/1191.7	504.08/815.93	1113.2	660.01	-0.75331	12304	27876	2.6797	0.0033184	0.99668	0.0066369	0.033486	False
AFF4_m132272833	AFF4	1365.5/1925.1	1092.1/1252.5	1645.3	1172.3	-0.48869	1.5659e+05	42030	2.6669	0.010518	0.98948	0.021036	0.077546	False
AES_m3056311	AES	756.98/616.25	892.08/1161.5	686.62	1026.8	0.57988	9902.4	16775	2.6611	0.99569	0.0043126	0.0086251	0.041031	True
AATF_m35306475	AATF	724.65/1086.9	695.24/307.26	905.76	501.25	-0.85232	65607	22443	2.6592	0.0034654	0.99653	0.0069308	0.034619	False
AEBP1_m44144319	AEBP1	992.16/896.85	488.94/579.05	944.51	533.99	-0.82157	4541.9	23453	2.6474	0.0036749	0.99633	0.0073499	0.036101	False
ADCY1_m45614243	ADCY1	1011.3/1211.2	485.15/843.4	1111.2	664.27	-0.74144	19985	27823	2.6464	0.003686	0.99631	0.0073719	0.036101	False
ACVR2A_p148653946	ACVR2A	952.48/467.07	919.21/1190.1	709.78	1054.7	0.5707	1.1781e+05	17370	2.6442	0.99556	0.0044362	0.0088723	0.041613	True
AGPAT5_m6566202	AGPAT5	286.62/570.08	193.68/129.89	428.35	161.78	-1.3992	40173	10216	2.6238	0.0041671	0.99583	0.0083343	0.039837	False
ACHE_m100491773	ACHE	564.43/388.93	162.14/226.01	476.68	194.08	-1.292	15400	11431	2.6112	0.0041016	0.9959	0.0082032	0.039589	False
AHNAK_m62303548	AHNAK	868.69/980.32	721.11/327.86	924.51	524.48	-0.8166	6230.5	22932	2.6038	0.0041257	0.99587	0.0082513	0.03963	False
ADAM12_p128018991	ADAM12	51.445/69.262	83.277/222.58	60.354	152.93	1.327	158.71	1303	2.5939	0.99458	0.0054211	0.010842	0.048507	True
ADRBK2_m26057580	ADRBK2	610/815.16	1209.4/892.6	712.58	1051	0.56	21046	17442	2.5898	0.9948	0.0051951	0.01039	0.047833	True
ACO2_m41865159	ACO2	1192.1/879.09	852.33/377.07	1035.6	614.7	-0.75153	48976	25836	2.5861	0.0044163	0.99558	0.0088327	0.041613	False
ACTN4_p39138482	ACTN4	1362.6/1005.2	1596.2/1653.6	1183.9	1624.9	0.45648	63862	29738	2.5844	0.99473	0.0052745	0.010549	0.04824	True
AGBL5_p27275854	AGBL5	296.91/829.37	489.57/1233.1	563.14	861.31	0.61215	1.4175e+05	13620	2.5803	0.99469	0.0053102	0.01062	0.04824	True
ACVR2A_p148653859	ACVR2A	248.41/621.58	605.02/783.89	434.99	694.46	0.67365	69629	10383	2.5736	0.99456	0.0054433	0.010887	0.048507	True
ACTL7A_p111624631	ACTL7A	659.97/717.48	377.9/325	688.73	351.45	-0.9686	1653.7	16829	2.571	0.0046622	0.99534	0.0093244	0.043452	False
ACAD11_p132378460	ACAD11	1621.3/1113.5	816.37/951.54	1367.4	883.95	-0.62881	1.289e+05	34602	2.5674	0.0046758	0.99532	0.0093516	0.043452	False
ADAD1_m123301366	ADAD1	526.21/557.65	897.76/765.01	541.93	831.38	0.61648	494.04	13081	2.561	0.99431	0.0056905	0.011381	0.049867	True
ABT1_p26597221	ABT1	1597.7/1465.2	1065.6/992.73	1531.5	1029.2	-0.57298	8790.5	38978	2.5595	0.0054762	0.99452	0.010952	0.048507	False
ADD3_p111860500	ADD3	515.92/1049.6	1134.3/1131.8	782.75	1133.1	0.53302	1.424e+05	19251	2.554	0.99421	0.0057897	0.011579	0.050515	True
ADNP_p49511011	ADNP	427.73/573.63	655.49/899.47	500.68	777.48	0.63389	10643	12037	2.5514	0.99418	0.0058184	0.011637	0.050544	True
AHNAK_m62303488	AHNAK	399.8/504.37	781.04/643.13	452.09	712.09	0.65429	5466.8	10812	2.5383	0.9938	0.0062018	0.012404	0.053181	True
ADCK4_p41220480	ADCK4	2523.8/2445.5	2153.2/1516.9	2484.6	1835	-0.43701	3064.6	64821	2.5243	0.0053646	0.99464	0.010729	0.0485	False
ACTN1_m69445700	ACTN1	699.66/571.86	1036.6/953.25	635.76	994.9	0.64526	8166.9	15471	2.5204	0.99806	0.0019421	0.0038842	0.022047	True
ACLY_m40069993	ACLY	1268.5/1411.9	1136.2/603.65	1340.2	869.94	-0.62286	10279	33878	2.5164	0.0053118	0.99469	0.010624	0.04824	False
ACTL6A_m179287950	ACTL6A	380.7/387.16	191.79/90.977	383.93	141.38	-1.4348	20.866	9105.8	2.5153	0.0054868	0.99451	0.010974	0.048507	False
A1CF_m52603847	A1CF	0/88.797	91.479/152.2	44.399	121.84	1.4361	3942.5	943.74	2.5112	0.99368	0.006323	0.012646	0.053989	True
AFF3_m100623802	AFF3	626.17/191.8	130.59/185.39	408.98	157.99	-1.3666	94335	9731.4	2.509	0.0054575	0.99454	0.010915	0.048507	False
ABL1_p133729492	ABL1	1105.3/1172.1	1019.5/401.1	1138.7	710.31	-0.68015	2229.9	28547	2.5067	0.0056117	0.99439	0.011223	0.049393	False
ADRB2_p148206408	ADRB2	1074.5/754.78	1548.8/1021.3	914.63	1285.1	0.49016	51103	22674	2.5059	0.99306	0.0069421	0.013884	0.05708	True
ACSL6_p131329830	ACSL6	770.21/735.24	519.85/403.96	752.73	461.91	-0.70332	611.46	18476	2.4991	0.016196	0.9838	0.032392	0.11044	False
ACTN1_m69392359	ACTN1	545.32/353.41	897.76/593.35	449.37	745.55	0.72914	18414	10744	2.4905	0.99787	0.0021349	0.0042699	0.02383	True
ACTL7A_p111624607	ACTL7A	346.89/715.71	558.34/1060.8	531.3	809.58	0.60672	68013	12811	2.4875	0.99303	0.0069741	0.013948	0.057107	True
AFTPH_m64778905	AFTPH	463.01/353.41	618.9/679.18	408.21	649.04	0.66768	6005.6	9712.1	2.4709	0.99273	0.0072683	0.014537	0.05913	True
AEBP1_m44144326	AEBP1	1149.4/1149	1616.3/1506.6	1149.2	1561.4	0.44187	0.080435	28824	2.4611	0.99241	0.0075925	0.015185	0.061169	True
ACAD9_p128598592	ACAD9	921.61/774.31	499.03/469.76	847.96	484.4	-0.80653	10848	20940	2.4607	0.0059958	0.994	0.011992	0.051636	False
ADARB1_m46595779	ADARB1	665.85/174.04	191.79/144.76	419.95	168.28	-1.3143	1.2094e+05	10006	2.4581	0.0059216	0.99408	0.011843	0.051218	False
A1CF_p52595881	A1CF	714.36/671.31	1119.8/906.91	692.83	1013.4	0.54792	926.61	16934	2.4536	0.99311	0.0068858	0.013772	0.057051	True
AEBP2_p19615465	AEBP2	257.23/429.78	158.98/81.822	343.5	120.4	-1.5047	14887	8101.1	2.4528	0.0065254	0.99347	0.013051	0.055479	False
ABLIM2_p8108286	ABLIM2	936.31/996.31	1115.4/1572.9	966.31	1344.2	0.47574	1799.9	24023	2.4458	0.99261	0.0073856	0.014771	0.059742	True
ACD_m67694376	ACD	1855/1420.8	1083.9/1183.8	1637.9	1133.9	-0.53019	94273	41830	2.4457	0.0068635	0.99314	0.013727	0.057051	False
ADAMTS5_p28338585	ADAMTS5	973.05/939.48	538.15/613.38	956.27	575.76	-0.73094	563.75	23760	2.4449	0.0067843	0.99322	0.013569	0.056985	False
ADAM12_p128076641	ADAM12	1128.9/1333.7	1475.7/1837.3	1231.3	1656.5	0.42762	20987	30991	2.4444	0.99213	0.0078653	0.015731	0.062609	True
AGL_m100327263	AGL	758.45/463.52	410.08/210.56	610.99	310.32	-0.9751	43492	14838	2.4416	0.006788	0.99321	0.013576	0.056985	False
AGL_m100327128	AGL	122/248.63	318.6/366.2	185.32	342.4	0.88213	8018	4235.4	2.4404	0.99209	0.0079135	0.015827	0.062742	True
AHCTF1_m247068886	AHCTF1	1095.1/882.65	837.82/365.05	988.85	601.44	-0.7164	22559	24612	2.4386	0.006766	0.99323	0.013532	0.056985	False
AGL_p100327219	AGL	196.96/287.7	41.639/78.389	242.33	60.014	-1.9957	4116.9	5614.5	2.4369	0.0068774	0.99312	0.013755	0.057051	False
AHNAK2_m105444536	AHNAK2	382.17/454.64	707.86/608.8	418.4	658.33	0.65266	2626.4	9967.1	2.4295	0.99187	0.0081262	0.016252	0.064174	True
AATF_m35306509	AATF	367.47/571.86	300.3/116.72	469.66	208.51	-1.1676	20887	11254	2.421	0.0069101	0.99309	0.01382	0.057051	False
ACLY_m40070097	ACLY	495.35/586.06	279.48/243.75	540.7	261.62	-1.0445	4114.7	13050	2.4047	0.0072802	0.99272	0.01456	0.05913	False
ADCK3_p227149104	ADCK3	1628.6/1669.4	2129.3/2142.2	1649	2135.7	0.37295	831.24	42129	2.4009	0.99114	0.0088593	0.017719	0.068371	True
ACTRT3_m169487273	ACTRT3	806.96/721.03	177.91/685.47	764	431.69	-0.82211	3691.5	18767	2.3975	0.0076391	0.99236	0.015278	0.061297	False
ADAP1_m994091	ADAP1	878.98/1218.3	358.98/956.11	1048.6	657.55	-0.67254	57568	26179	2.3931	0.0078204	0.99218	0.015641	0.062501	False
AES_m3061215	AES	523.27/905.73	1206.3/844.54	714.5	1025.4	0.52056	73138	17491	2.3853	0.99063	0.009368	0.018736	0.07144	True
ADAR_m154574219	ADAR	634.98/1269.8	1618.9/1005.9	952.39	1312.4	0.46214	2.015e+05	23659	2.3791	0.99037	0.0096323	0.019265	0.07261	True
ADCK1_m78285413	ADCK1	1193.5/1355	1622/1905.9	1274.3	1764	0.46882	13043	32130	2.3717	0.99685	0.0031486	0.0062972	0.032261	True
ADD1_p2877730	ADD1	194.02/24.863	238.48/209.42	109.44	223.95	1.0263	14308	2435.3	2.3683	0.9897	0.010298	0.020597	0.076492	True
ADCK5_p145608305	ADCK5	376.29/619.81	376.64/94.41	498.05	235.53	-1.0772	29651	11970	2.368	0.0082069	0.99179	0.016414	0.064557	False
ACIN1_m23538815	ACIN1	1308.2/2186.2	1482.6/997.31	1747.2	1240	-0.49441	3.8545e+05	44769	2.3677	0.0082583	0.99174	0.016517	0.064706	False
AGFG1_p228337221	AGFG1	449.78/428	713.54/641.99	438.89	677.76	0.62576	237.12	10481	2.3541	0.99018	0.0098168	0.019634	0.073461	True
AHRR_p344036	AHRR	338.07/607.37	378.53/65.229	472.72	221.88	-1.0878	36262	11331	2.349	0.0092208	0.99078	0.018442	0.070587	False
ACTR1A_m104250350	ACTR1A	417.44/223.77	119.24/110.43	320.61	114.83	-1.4732	18755	7534.6	2.3459	0.0087703	0.99123	0.017541	0.068183	False
AEN_m89169478	AEN	1381.7/1330.2	1509.1/327.29	1355.9	918.19	-0.56192	1325.8	34297	2.3362	0.0090466	0.99095	0.018093	0.06952	False
ADH5_m100003154	ADH5	560.02/753	262.45/456.6	656.51	359.53	-0.86691	18621	16002	2.328	0.0094447	0.99056	0.018889	0.071751	False
ACVR2B_p38518817	ACVR2B	1265.6/1760	1651/2271.6	1512.8	1961.3	0.37441	1.2222e+05	38478	2.3259	0.98889	0.011109	0.022219	0.081305	True
AGPAT3_p45379648	AGPAT3	1030.4/657.1	589.25/411.4	843.74	500.32	-0.75276	69669	20831	2.3207	0.0086707	0.99133	0.017341	0.067672	False
AFMID_p76183473	AFMID	383.64/428	833.41/426.85	405.82	630.13	0.63354	984.22	9652.3	2.3186	0.98879	0.011212	0.022425	0.081705	True
AFTPH_m64778617	AFTPH	415.97/293.03	242.89/37.192	354.5	140.04	-1.3337	7557.4	8373.9	2.3185	0.0094964	0.9905	0.018993	0.07187	False
ACVR1C_m158443700	ACVR1C	992.16/637.57	876.94/1399.6	814.86	1138.2	0.48168	62870	20082	2.3092	0.98875	0.011246	0.022491	0.081705	True
ACLY_p40070062	ACLY	512.98/269.94	205.67/126.45	391.46	166.06	-1.2322	29534	9293.8	2.3006	0.0096668	0.99033	0.019334	0.07261	False
AHNAK2_m105423829	AHNAK2	737.88/879.09	561.49/402.82	808.48	482.15	-0.74452	9971.4	19917	2.286	0.01038	0.98962	0.020761	0.076816	False
ADPRHL2_m36554557	ADPRHL2	1597.7/1046	759.59/1043.1	1321.9	901.34	-0.55195	1.522e+05	33392	2.2704	0.010684	0.98932	0.021368	0.078479	False
ACBD6_p180471344	ACBD6	1040.7/1292.9	1392.4/1703.4	1166.8	1547.9	0.40746	31808	29287	2.2587	0.98702	0.012977	0.025954	0.09293	True
AGFG1_m228337248	AGFG1	983.34/671.31	675.68/335.87	827.33	505.78	-0.70885	48683	20405	2.2302	0.012193	0.98781	0.024385	0.088251	False
ADCY1_p45614309	ADCY1	389.52/195.35	176.02/37.764	292.44	106.89	-1.4435	18849	6840.4	2.2165	0.012235	0.98777	0.02447	0.088251	False
ACAD9_m128598614	ACAD9	676.14/966.12	1724.2/528.12	821.13	1126.2	0.45527	42043	20245	2.1957	0.98398	0.01602	0.032039	0.10961	True
ACAD9_p128598519	ACAD9	636.45/754.78	581.05/224.87	695.62	402.96	-0.78616	7000.2	17006	2.1925	0.01241	0.98759	0.024819	0.089188	False
ABT1_p26597313	ABT1	30.867/179.37	238.48/184.81	105.12	211.65	1.0028	11027	2334.3	2.1895	0.98606	0.013938	0.027875	0.09771	True
ACTN4_m39138430	ACTN4	163.16/264.62	376.01/354.75	213.89	365.38	0.76978	5147.1	4924.1	2.186	0.98455	0.015446	0.030892	0.10716	True
ABTB1_p127395220	ABTB1	652.62/1113.5	814.48/296.39	883.07	555.43	-0.66795	1.0621e+05	21853	2.183	0.013334	0.98667	0.026667	0.095144	False
ACAT2_m160183968	ACAT2	1816.8/2846.8	1813.8/1763.5	2331.8	1788.6	-0.3824	5.3054e+05	60637	2.1827	0.013699	0.9863	0.027398	0.096377	False
ACIN1_p23538701	ACIN1	405.68/268.17	170.34/109.86	336.93	140.1	-1.26	9455.4	7938.1	2.1818	0.013505	0.98649	0.027011	0.095936	False
ADNP_p49520498	ADNP	690.84/767.21	1040.3/993.31	729.02	1016.8	0.47947	2916.2	17865	2.1816	0.98435	0.015651	0.031303	0.10808	True
ADAD1_p123301335	ADAD1	790.79/408.47	375.38/290.67	599.63	333.02	-0.84652	73085	14549	2.1801	0.01354	0.98646	0.027081	0.095936	False
ABL1_m133729488	ABL1	621.76/651.77	688.3/35.475	636.76	361.89	-0.8135	450.52	15497	2.1792	0.013619	0.98638	0.027239	0.096153	False
ACTL6B_m100253443	ACTL6B	1114.2/1284	1689.5/1439.6	1199.1	1564.6	0.38355	14424	30140	2.1376	0.98236	0.017637	0.035274	0.11825	True
ADAR_p154574114	ADAR	99.951/195.35	38.484/20.026	147.65	29.255	-2.2967	4550.9	3335.8	2.132	0.014977	0.98502	0.029955	0.10463	False
ACTL6A_p179287976	ACTL6A	317.49/985.65	1232.8/599.07	651.57	915.92	0.49065	2.2322e+05	15876	2.1262	0.98205	0.017953	0.035907	0.11997	True
AFMID_p76183450	AFMID	798.14/1559.3	606.92/1007.6	1178.7	807.26	-0.54554	2.8967e+05	29602	2.1234	0.015428	0.98457	0.030856	0.10716	False
AGAP2_p58129148	AGAP2	762.86/1189.9	622.06/660.3	976.37	641.18	-0.60594	91174	24286	2.1161	0.015741	0.98426	0.031483	0.10808	False
AFF1_m87967432	AFF1	173.44/602.05	147.63/215.14	387.75	181.38	-1.0918	91850	9201.1	2.1132	0.015699	0.9843	0.031397	0.10808	False
ADRBK1_p67034166	ADRBK1	1270/1213	1591.1/1625	1241.5	1608	0.373	1624.3	31261	2.1112	0.98093	0.019071	0.038141	0.12579	True
AGBL5_m27276006	AGBL5	1133.3/1394.1	639.09/1131.2	1263.7	885.15	-0.51317	34021	31849	2.0958	0.016954	0.98305	0.033909	0.11483	False
AAK1_m69870103	AAK1	712.89/802.73	576.63/359.9	757.81	468.27	-0.69332	4035.7	18607	2.0954	0.016894	0.98311	0.033787	0.11481	False
ADRA1A_p26722406	ADRA1A	333.66/557.65	632.15/680.9	445.65	656.52	0.55788	25085	10650	2.0888	0.97949	0.020512	0.041024	0.13306	True
AHCTF1_m247068867	AHCTF1	748.16/488.39	239.74/477.77	618.27	358.75	-0.78357	33743	15024	2.0864	0.017119	0.98288	0.034238	0.11555	False
ACSL6_p131329816	ACSL6	1797.7/1074.4	1233.4/983.58	1436.1	1108.5	-0.37322	2.6151e+05	36430	2.0758	0.043062	0.95694	0.086124	0.22118	False
ABCC1_m16101705	ABCC1	1283.2/1053.1	832.77/786.18	1168.2	809.48	-0.52864	26464	29323	2.0706	0.018101	0.9819	0.036201	0.12055	False
ADRB1_p115803878	ADRB1	438.02/1149	1278.8/877.15	793.53	1078	0.4415	2.5277e+05	19530	2.0648	0.9791	0.020903	0.041806	0.13429	True
ABCC1_m16043645	ABCC1	1609.5/978.55	807.54/1025.9	1294	916.73	-0.49684	1.9906e+05	32653	2.0639	0.018401	0.9816	0.036801	0.12214	False
ACTR3_p114684941	ACTR3	952.48/1094	1239.1/1457.9	1023.2	1348.5	0.39788	10012	25512	2.0622	0.97914	0.020856	0.041711	0.13429	True
ABI1_p27112164	ABI1	1709.5/1655.2	1220.8/1354.9	1682.3	1287.8	-0.38523	1473	43024	2.0548	0.028599	0.9714	0.057198	0.166	False
AGL_m100327186	AGL	138.17/159.84	400.62/132.75	149	266.68	0.83553	234.74	3367.9	2.0545	0.9786	0.021401	0.042801	0.13705	True
ACP1_p272054	ACP1	645.27/429.78	154.57/448.59	537.53	301.58	-0.8317	23219	12969	2.0534	0.019139	0.98086	0.038278	0.12579	False
AFTPH_m64778773	AFTPH	60.265/161.61	231.54/191.68	110.94	211.61	0.9255	5135.6	2470.2	2.0527	0.97832	0.021685	0.04337	0.13775	True
ADCY1_m45614323	ADCY1	709.95/912.84	1003.7/1190.1	811.39	1096.9	0.43455	20582	19992	2.0527	0.97828	0.021717	0.043433	0.13775	True
AES_m3061159	AES	565.9/658.88	1000.6/715.8	612.39	858.2	0.48618	4322.3	14874	2.05	0.97807	0.021927	0.043854	0.13864	True
ADRA1B_m159343926	ADRA1B	526.21/820.49	1157.1/708.36	673.35	932.71	0.46947	43299	16434	2.0475	0.97847	0.02153	0.04306	0.13744	True
ADIRF_p88728315	ADIRF	702.6/1010.5	1291.4/1017.3	856.56	1154.4	0.43007	47406	21164	2.0473	0.97968	0.020317	0.040633	0.13222	True
AHCTF1_m247068945	AHCTF1	677.61/316.12	613.86/819.36	496.86	716.61	0.52745	65338	11940	2.0419	0.97784	0.022163	0.044326	0.13925	True
ACTRT3_m169487247	ACTRT3	432.14/834.7	288.32/464.61	633.42	376.46	-0.7491	81025	15411	2.0416	0.019234	0.98077	0.038467	0.126	False
AHNAK_m62303528	AHNAK	266.05/797.4	677.58/839.39	531.72	758.48	0.51163	1.4117e+05	12822	2.0404	0.97739	0.022613	0.045226	0.14163	True
AATK_p79102286	AATK	1887.3/998.08	1163.4/929.22	1442.7	1046.3	-0.46311	3.9537e+05	36607	2.0364	0.01914	0.98086	0.03828	0.12579	False
ADRB1_m115803922	ADRB1	230.77/223.77	388.63/354.75	227.27	371.69	0.70724	24.503	5248.4	2.0228	0.97688	0.023123	0.046246	0.14437	True
ADD3_p111860505	ADD3	977.46/845.35	620.8/585.34	911.41	603.07	-0.59497	8726.9	22590	2.0222	0.02011	0.97989	0.04022	0.13131	False
ADI1_p3523164	ADI1	1120/1216.5	638.46/1000.2	1168.3	819.32	-0.51137	4654.4	29327	2.0193	0.020787	0.97921	0.041574	0.13429	False
ADAM10_m59009777	ADAM10	539.44/1021.2	1090.8/1021.3	780.31	1056.1	0.43612	1.1603e+05	19188	2.0184	0.97675	0.023251	0.046502	0.14472	True
ACTN1_m69392382	ACTN1	684.96/914.61	846.65/1418.4	799.79	1132.5	0.50135	26370	19692	2.0043	0.99114	0.0088629	0.017726	0.068371	True
ADH7_p100349698	ADH7	1087.7/847.13	994.28/1551.8	967.42	1273	0.39569	28939	24052	1.9903	0.97561	0.024388	0.048776	0.14947	True
ACAT2_p160183152	ACAT2	2185.7/1877.2	2122.9/2834.6	2031.4	2478.8	0.28699	47593	52455	1.9763	0.9746	0.025402	0.050804	0.15521	True
ADK_m76153995	ADK	1011.3/1166.8	652.97/860.56	1089	756.77	-0.52455	12094	27239	1.969	0.022046	0.97795	0.044092	0.13895	False
AFF4_p132272771	AFF4	551.2/1387	1147/1512.3	969.11	1329.6	0.45588	3.4929e+05	24096	1.9628	0.9899	0.010105	0.020209	0.075333	True
ADCK2_m140373220	ADCK2	345.42/582.51	849.18/484.07	463.97	666.62	0.52191	28106	11111	1.9564	0.97273	0.027266	0.054532	0.16214	True
ADAM10_m59009883	ADAM10	1197.9/1882.5	1693.9/2150.3	1540.2	1922.1	0.31936	2.3431e+05	39213	1.956	0.9731	0.0269	0.0538	0.16092	True
ADRB1_m115804047	ADRB1	637.92/545.22	385.47/322.14	591.57	353.81	-0.73996	4297.4	14343	1.956	0.023556	0.97644	0.047111	0.14616	False
AGL_p100327060	AGL	730.53/461.75	329.96/386.22	596.14	358.09	-0.73372	36121	14459	1.9529	0.023872	0.97613	0.047743	0.14766	False
